,Visitor,G,Home,G.1,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,SAtt,Thru%,Rk,Age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%,GSAA,G,A,PTS,PIM,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,SAtt,Thru%,Rk,Age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%,GSAA,G,A,PTS,PIM
566,Washington Capitals,3,Pittsburgh Penguins,1,4,2,25.9,82,48,23,11,107,0.652,219,191,5,6,0.27,-0.06,2.67,2.33,46,263,17.49,43,299,85.62,7,5,11.3,10.6,2566,8.5,2375,0.92,8,365.84375,27.71875,46.125,6.84375,11.53125,18.375,3.6875,28.25,2.584375,5.1875,1.4375,0.21875,1.34375,8.625,2.71875,0.1875,80.1875,8.360000000000001,762.53125,38.78125,58.28125,77.90625,73.21875,42.42777777777778,337.11538461538464,27.153846153846153,49.92307692307692,655.6153846153846,618.0,49.95384615384615,-0.29600000000000004,470.53846153846155,445.5,50.30384615384616,0.06800000000000012,9.476923076923075,91.56923076923076,101.03846153846153,51.93600000000001,48.06399999999999,22.5,22.423076923076923,169.1153846153846,52.841666666666676,61.0,21.666666666666668,29.666666666666668,27.0,16.0,7.666666666666667,3.6666666666666665,63.333333333333336,791.3333333333334,728.0,0.924,2.1566666666666667,2.6666666666666665,5.366666666666667,1661.6666666666667,15.666666666666666,0.6213333333333334,2.6666666666666665,87.33333333333333,5.603333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,27.4,82,49,25,8,106,0.646,228,196,10,3,0.43,-0.05,2.78,2.39,49,311,15.76,45,324,86.11,13,6,16.9,16.5,2581,8.8,2352,0.917,5,438.37142857142857,27.085714285714285,42.17142857142857,6.514285714285714,11.085714285714285,17.6,3.5142857142857142,38.22857142857143,2.4828571428571427,4.742857142857143,1.4,0.37142857142857144,1.1142857142857143,8.085714285714285,2.5428571428571427,0.45714285714285713,73.74285714285715,7.36764705882353,695.3714285714286,30.914285714285715,65.14285714285714,66.54285714285714,68.65714285714286,49.137499999999996,436.96774193548384,27.06451612903226,43.806451612903224,557.516129032258,500.6774193548387,52.05806451612903,-0.6933333333333334,409.9032258064516,375.38709677419354,51.6483870967742,-1.2433333333333332,7.000000000000002,91.89354838709679,98.89354838709677,54.18709677419354,45.81290322580646,13.548387096774194,13.258064516129032,140.06451612903226,53.932258064516134,31.0,29.5,44.0,41.0,24.5,12.5,4.0,95.0,1173.0,1078.0,0.92,2.245,2.0,7.85,2496.0,26.0,0.6735,7.0,91.5,7.1899999999999995,0.0,1.0,1.0,17.0
567,New York Rangers,1,Tampa Bay Lightning,2,3,18,26.2,82,44,33,5,93,0.567,224,195,9,3,0.37,-0.06,2.73,2.38,49,290,16.9,42,257,83.66,11,5,13.1,14.6,2453,9.1,2410,0.919,11,415.03125,26.4375,46.125,7.0,11.875,18.875,2.6875,32.9375,2.637500000000001,5.125,1.53125,0.34375,1.09375,8.59375,2.78125,0.5,76.65625,7.648387096774193,762.65625,40.65625,72.90625,68.59375,75.125,40.95294117647058,387.6551724137931,26.03448275862069,47.86206896551724,587.2068965517242,612.1379310344828,48.05172413793103,-4.7,443.37931034482756,438.51724137931035,48.71724137931035,-5.578571428571428,6.896551724137932,92.64482758620689,99.55172413793105,53.14137931034483,46.85862068965517,19.689655172413794,13.275862068965518,144.75862068965517,53.52068965517241,31.666666666666668,28.333333333333332,28.666666666666668,27.333333333333332,14.666666666666666,11.0,1.6666666666666667,62.333333333333336,800.6666666666666,738.3333333333334,0.888,3.4699999999999993,3.6666666666666665,5.633333333333333,1651.6666666666667,15.333333333333334,0.6020000000000001,3.3333333333333335,89.0,11.645,0.0,1.3333333333333333,1.3333333333333333,2.0,8,29.0,82,46,25,11,103,0.628,241,234,6,6,0.04,-0.05,2.94,2.85,69,336,20.54,49,302,83.77,1,16,11,11.6,2605,9.3,2354,0.901,7,478.9642857142857,27.035714285714285,52.714285714285715,8.607142857142858,14.928571428571429,23.535714285714285,-2.357142857142857,31.178571428571427,2.8321428571428577,6.107142857142857,2.4642857142857144,0.03571428571428571,1.4285714285714286,10.071428571428571,4.857142857142857,0.0,93.03571428571429,6.425925925925925,870.75,44.607142857142854,58.82142857142857,88.78571428571429,87.42857142857143,42.45294117647059,493.55555555555554,26.88888888888889,53.851851851851855,685.7407407407408,641.5925925925926,50.67777777777777,-0.039999999999999813,516.7407407407408,462.0740740740741,52.1888888888889,-0.07200000000000005,7.362962962962962,86.78888888888889,94.16296296296296,49.040740740740745,50.95925925925926,20.814814814814813,22.51851851851852,173.55555555555554,53.48846153846154,50.0,31.0,22.25,20.5,11.5,6.25,2.75,56.75,586.75,530.0,0.917,2.345,1.75,2.85,1248.5,10.0,0.6035,5.0,114.66666666666667,-8.676666666666668,0.0,0.75,0.75,2.0
568,Chicago Blackhawks,1,Anaheim Ducks,2,3,13,26.7,82,44,29,9,97,0.591,252,220,6,5,0.41,0.01,3.07,2.68,64,277,23.1,53,255,79.22,6,4,9.0,9.5,2637,9.6,2354,0.907,5,414.8125,25.84375,46.09375,7.875,13.625,21.5,2.875,22.25,2.7656249999999996,5.6875,2.0,0.1875,1.1875,9.46875,3.90625,0.25,82.40625,6.919354838709676,765.0,35.75,56.96875,75.4375,73.03125,43.92727272727273,425.44444444444446,25.85185185185185,49.44444444444444,655.2962962962963,585.1481481481482,47.818518518518516,-5.8730769230769235,494.0,433.55555555555554,48.644444444444446,-5.138461538461538,8.034615384615385,91.77692307692308,99.82307692307693,55.670370370370364,44.333333333333336,26.14814814814815,20.074074074074073,158.0,58.89615384615384,50.5,30.5,43.0,41.0,22.0,14.5,4.5,105.0,1172.0,1067.0,0.907,2.66,2.5,6.65,2484.0,22.0,0.494,5.5,106.5,-2.9000000000000004,0.0,0.5,0.5,4.0,11,28.9,82,47,30,5,99,0.604,235,233,4,2,0.09,0.05,2.87,2.84,67,285,23.51,57,305,81.31,7,7,14.4,13.4,2334,10.1,2648,0.912,7,444.4117647058824,28.08823529411765,43.411764705882355,6.911764705882353,12.205882352941176,19.11764705882353,-1.9705882352941178,34.05882352941177,2.276470588235294,4.735294117647059,1.9705882352941178,0.20588235294117646,1.2647058823529411,8.117647058823529,3.823529411764706,0.2647058823529412,68.6470588235294,6.239393939393938,715.5882352941177,36.705882352941174,56.94117647058823,64.88235294117646,71.20588235294117,38.80952380952381,445.375,28.208333333333332,53.708333333333336,597.875,733.0416666666666,43.479166666666664,-2.0,464.2916666666667,555.0416666666666,44.10833333333333,-1.4304347826086956,6.954166666666668,91.44583333333333,98.39999999999998,55.04999999999999,44.949999999999996,17.583333333333332,23.5,153.58333333333334,55.52083333333332,42.0,26.8,18.8,16.4,9.4,6.0,1.0,45.0,528.2,483.2,0.8480000000000001,3.632,1.4,3.2800000000000002,992.8,8.6,0.51025,2.6,103.66666666666667,1.7766666666666662,0.0,0.4,0.4,0.0
569,Vancouver Canucks,2,Colorado Avalanche,1,3,1,28.1,82,54,19,9,117,0.713,258,180,4,5,0.87,-0.07,3.15,2.2,72,296,24.32,45,312,85.58,6,2,11.5,11.2,2624,9.8,2470,0.927,5,456.9189189189189,26.56756756756757,39.86486486486486,6.972972972972973,12.0,18.972972972972972,6.621621621621622,25.16216216216216,2.7810810810810813,4.864864864864865,1.945945945945946,0.16216216216216217,1.3513513513513513,8.162162162162161,3.7027027027027026,0.13513513513513514,70.91891891891892,9.813513513513513,655.8108108108108,28.945945945945947,48.4054054054054,71.70270270270271,59.0,45.06818181818181,461.3142857142857,26.6,41.2,547.2857142857143,496.0285714285714,49.24285714285715,-3.8617647058823525,407.8,372.25714285714287,49.425714285714285,-3.805882352941176,9.251428571428571,93.0142857142857,102.26857142857145,49.30571428571429,50.69714285714285,16.514285714285716,14.428571428571429,137.2,51.77142857142858,66.0,27.5,42.5,41.0,27.0,9.5,4.5,88.5,1233.5,1145.0,0.9285000000000001,2.17,2.5,9.6,2481.0,27.5,0.6745000000000001,3.5,82.5,18.955,0.0,3.0,3.0,1.0,29,25.9,82,30,44,8,68,0.415,221,287,6,1,-0.7,0.05,2.7,3.5,49,265,18.49,75,314,76.11,8,11,13.1,11.6,2394,9.2,2609,0.89,1,462.1111111111111,25.61111111111111,41.0,6.138888888888889,10.38888888888889,16.52777777777778,-5.638888888888889,29.02777777777778,1.5749999999999995,4.555555555555555,1.3611111111111112,0.2222222222222222,0.6666666666666666,7.583333333333333,2.5833333333333335,0.2222222222222222,66.5,8.54,676.0555555555555,32.666666666666664,47.94444444444444,67.66666666666667,65.97222222222223,38.777777777777786,474.4074074074074,25.666666666666668,43.851851851851855,500.962962962963,546.5185185185185,48.318518518518516,-0.7230769230769228,380.7037037037037,411.74074074074076,48.27777777777777,-0.04615384615384667,8.237037037037036,90.86296296296295,99.08888888888889,48.66296296296297,51.337037037037014,20.51851851851852,13.74074074074074,125.25925925925925,53.4925925925926,12.0,27.333333333333332,30.0,27.333333333333332,10.0,14.666666666666666,2.6666666666666665,91.0,865.0,774.0,0.8943333333333333,3.436666666666667,0.3333333333333333,3.3333333333333335,1646.3333333333333,10.333333333333334,0.35566666666666663,6.333333333333333,121.66666666666667,-15.646666666666668,0.0,0.6666666666666666,0.6666666666666666,3.3333333333333335
570,Philadelphia Flyers,3,Detroit Red Wings,2,5,4,27.6,82,47,23,12,106,0.646,256,216,3,7,0.4,-0.04,3.12,2.63,49,295,16.61,54,313,82.75,13,5,13.6,13.3,2605,9.8,2471,0.913,0,461.0,27.14814814814815,54.666666666666664,9.481481481481481,15.74074074074074,25.22222222222222,7.925925925925926,41.074074074074076,3.3481481481481477,7.185185185185185,1.8148148148148149,0.48148148148148145,1.6296296296296295,11.925925925925926,3.3703703703703702,0.4444444444444444,96.48148148148148,6.938461538461538,899.0370370370371,48.77777777777778,70.55555555555556,92.0,90.88888888888889,41.93125,448.3333333333333,27.166666666666668,59.791666666666664,772.2083333333334,783.7916666666666,47.91666666666666,-4.1521739130434785,577.5833333333334,569.5833333333334,48.73333333333333,-4.126086956521739,7.845833333333332,92.05,99.88333333333333,46.525000000000006,53.474999999999994,23.125,24.375,193.66666666666666,52.479166666666664,22.0,28.333333333333332,29.666666666666668,27.333333333333332,15.666666666666666,7.666666666666667,4.0,70.0,821.6666666666666,751.6666666666666,0.9066666666666666,3.0066666666666664,0.0,5.066666666666667,1654.0,17.0,0.41333333333333333,3.0,97.5,2.8049999999999997,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,30.7,82,47,25,10,104,0.634,257,237,4,4,0.27,0.03,3.13,2.89,67,301,22.26,53,300,82.33,5,7,9.1,9.5,2757,9.3,2514,0.906,3,384.0,29.88,58.96,10.28,18.2,28.48,1.04,29.6,3.404,7.4,2.68,0.2,1.72,12.68,5.32,0.2,110.28,9.588000000000001,976.0,36.68,71.76,101.6,94.0,46.90624999999999,384.0,29.88,58.96,801.72,697.48,54.464,-0.4599999999999999,619.68,551.12,53.42000000000001,-0.988,8.124,91.42400000000002,99.54400000000001,52.47200000000001,47.528,22.76,27.6,200.04,55.84799999999999,53.75,28.75,22.5,20.5,11.75,6.25,2.5,57.75,627.0,569.25,0.83825,5.1125,0.75,3.3750000000000004,1245.0,9.5,0.4363333333333333,3.0,100.5,-3.585,0.0,0.25,0.25,2.0
571,New York Rangers,0,Florida Panthers,3,3,18,26.2,82,44,33,5,93,0.567,224,195,9,3,0.37,-0.06,2.73,2.38,49,290,16.9,42,257,83.66,11,5,13.1,14.6,2453,9.1,2410,0.919,11,415.03125,26.4375,46.125,7.0,11.875,18.875,2.6875,32.9375,2.637500000000001,5.125,1.53125,0.34375,1.09375,8.59375,2.78125,0.5,76.65625,7.648387096774193,762.65625,40.65625,72.90625,68.59375,75.125,40.95294117647058,387.6551724137931,26.03448275862069,47.86206896551724,587.2068965517242,612.1379310344828,48.05172413793103,-4.7,443.37931034482756,438.51724137931035,48.71724137931035,-5.578571428571428,6.896551724137932,92.64482758620689,99.55172413793105,53.14137931034483,46.85862068965517,19.689655172413794,13.275862068965518,144.75862068965517,53.52068965517241,31.666666666666668,28.333333333333332,28.666666666666668,27.333333333333332,14.666666666666666,11.0,1.6666666666666667,62.333333333333336,800.6666666666666,738.3333333333334,0.888,3.4699999999999993,3.6666666666666665,5.633333333333333,1651.6666666666667,15.333333333333334,0.6020000000000001,3.3333333333333335,89.0,11.645,0.0,1.3333333333333333,1.3333333333333333,2.0,28,28.3,82,30,40,12,72,0.439,191,222,4,7,-0.43,-0.01,2.33,2.71,35,267,13.11,41,267,84.64,4,5,8.7,9.1,2493,7.7,2609,0.915,7,465.8611111111111,26.77777777777778,40.94444444444444,5.305555555555555,9.277777777777779,14.583333333333334,-3.8055555555555554,19.166666666666668,1.6888888888888889,4.222222222222222,0.9722222222222222,0.1111111111111111,0.7222222222222222,7.333333333333333,1.9166666666666667,0.027777777777777776,69.25,6.457142857142856,679.4722222222222,31.25,52.638888888888886,66.91666666666667,61.94444444444444,43.75833333333333,473.0,25.652173913043477,44.869565217391305,560.4782608695652,554.5217391304348,50.36521739130434,-0.30000000000000016,418.7391304347826,419.7391304347826,49.873913043478254,-0.4826086956521742,5.965217391304347,91.22173913043478,97.18260869565216,46.08695652173912,53.91739130434783,16.0,12.304347826086957,129.91304347826087,53.90909090909091,52.0,29.333333333333332,29.666666666666668,27.333333333333332,10.0,13.333333333333334,4.0,71.0,866.6666666666666,795.6666666666666,0.8966666666666666,2.7266666666666666,2.3333333333333335,5.7,1653.3333333333333,13.666666666666666,0.47200000000000003,4.0,96.0,7.140000000000001,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333
572,Phoenix Coyotes,5,Minnesota Wild,6,11,9,29.0,82,43,26,13,99,0.604,226,220,5,6,0.11,0.05,2.76,2.68,46,289,15.92,64,296,78.38,5,6,10.5,10.1,2486,9.1,2673,0.918,9,503.53333333333336,27.566666666666666,49.2,7.533333333333333,12.766666666666667,20.3,4.1,28.233333333333334,2.523333333333333,5.833333333333333,1.5333333333333334,0.16666666666666666,1.2666666666666666,9.566666666666666,3.0,0.2,82.86666666666666,8.007142857142858,811.8,35.2,62.7,85.03333333333333,80.2,53.55500000000001,476.4,27.6,51.16,660.8,661.92,48.62,-2.0279999999999996,497.32,515.64,47.128000000000014,-2.608,8.072000000000001,92.74400000000001,100.81200000000003,49.652,50.348,16.6,18.36,164.96,51.06666666666666,23.333333333333332,29.333333333333332,28.666666666666668,27.333333333333332,14.333333333333334,8.666666666666666,4.333333333333333,72.33333333333333,890.0,817.6666666666666,0.9226666666666666,2.53,3.0,5.8999999999999995,1658.3333333333333,16.666666666666668,0.632,3.0,97.5,7.6000000000000005,0.0,0.0,0.0,1.3333333333333333,21,28.9,82,39,35,8,86,0.524,203,228,3,5,-0.3,0.03,2.48,2.78,53,292,18.15,53,309,82.85,7,7,12,12.1,2148,9.5,2625,0.913,5,428.8235294117647,26.352941176470587,43.38235294117647,5.970588235294118,10.470588235294118,16.441176470588236,-3.911764705882353,28.38235294117647,1.8911764705882348,4.205882352941177,1.5588235294117647,0.20588235294117646,1.0588235294117647,7.4411764705882355,2.823529411764706,0.20588235294117646,63.1764705882353,7.720588235294118,714.2352941176471,33.205882352941174,54.85294117647059,70.82352941176471,68.70588235294117,40.699999999999996,424.57575757575756,26.393939393939394,44.06060606060606,477.1212121212121,574.1818181818181,44.8,-2.7375000000000003,357.27272727272725,436.5151515151515,44.05757575757576,-2.43125,7.218181818181817,91.75454545454545,98.97878787878787,43.52727272727274,56.47575757575756,15.909090909090908,16.939393939393938,119.51515151515152,51.778787878787874,42.0,30.0,29.0,27.333333333333332,13.0,11.666666666666666,2.6666666666666665,72.66666666666667,871.6666666666666,799.0,0.9246666666666666,2.32,1.6666666666666667,5.566666666666667,1653.3333333333333,15.666666666666666,0.5996666666666667,4.0,97.0,3.6550000000000002,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
573,Atlanta Thrashers,4,Montreal Canadiens,3,7,25,26.1,82,34,36,12,80,0.488,218,262,5,7,-0.57,-0.01,2.66,3.2,53,289,18.34,64,285,77.54,6,10,11.3,10.7,2581,8.4,2638,0.901,5,456.1714285714286,25.942857142857143,42.142857142857146,6.228571428571429,10.228571428571428,16.457142857142856,-5.114285714285714,25.714285714285715,1.7371428571428564,4.542857142857143,1.5142857142857142,0.17142857142857143,0.8285714285714286,7.171428571428572,2.8857142857142857,0.17142857142857143,73.74285714285715,6.647058823529412,699.2285714285714,36.2,42.77142857142857,65.11428571428571,68.57142857142857,40.434999999999995,438.0416666666667,24.833333333333332,47.833333333333336,619.2083333333334,644.4583333333334,48.387499999999996,-2.918181818181819,469.875,469.0,51.73333333333333,-1.1090909090909093,6.2,90.32608695652173,96.78695652173913,55.962500000000006,44.037499999999994,25.875,19.541666666666668,152.75,55.958333333333336,60.0,27.666666666666668,31.0,27.0,11.333333333333334,12.0,4.0,82.33333333333333,874.3333333333334,792.0,0.8890000000000001,3.4133333333333336,1.6666666666666667,4.466666666666667,1660.0,11.666666666666666,0.40700000000000003,4.666666666666667,111.5,-8.315,0.0,0.0,0.0,2.6666666666666665,14,27.6,82,44,30,8,96,0.585,213,206,3,3,0.05,-0.04,2.6,2.51,57,290,19.66,51,327,84.4,5,6,13.3,12.9,2602,8.2,2537,0.919,8,460.5625,27.09375,46.125,6.65625,11.3125,17.96875,-0.09375,32.9375,2.4000000000000004,4.71875,1.78125,0.15625,1.28125,7.8125,3.3125,0.1875,81.3125,6.159374999999999,755.09375,39.75,51.8125,72.15625,75.09375,37.016666666666666,441.7307692307692,26.923076923076923,52.15384615384615,690.0384615384615,648.2692307692307,50.91153846153845,0.4653846153846153,509.2307692307692,469.6923076923077,50.95000000000001,-0.4769230769230775,6.7576923076923086,92.80384615384614,99.56153846153846,50.91923076923077,49.08076923076923,18.76923076923077,22.53846153846154,173.03846153846155,51.51923076923078,37.0,26.5,44.0,41.0,22.0,15.0,4.0,99.0,1265.0,1166.0,0.9185000000000001,2.495,4.0,8.85,2477.5,24.0,0.55,5.5,93.5,11.205,0.0,1.5,1.5,7.5
574,Columbus Blue Jackets,1,Nashville Predators,4,5,24,26.8,82,34,35,13,81,0.494,210,250,5,8,-0.45,0.08,2.56,3.05,42,301,13.95,62,314,80.25,6,11,13.6,13.8,2506,8.4,2447,0.898,6,460.0,26.352941176470587,43.411764705882355,6.176470588235294,10.970588235294118,17.147058823529413,-3.176470588235294,32.205882352941174,1.7999999999999998,4.764705882352941,1.2352941176470589,0.17647058823529413,0.8529411764705882,8.323529411764707,2.3529411764705883,0.29411764705882354,73.70588235294117,8.106060606060607,716.5588235294117,32.76470588235294,68.08823529411765,72.32352941176471,68.97058823529412,50.0909090909091,444.23333333333335,25.966666666666665,45.9,558.6,534.7,50.13,-1.1933333333333336,420.0,400.3666666666667,50.10999999999999,-1.61,7.173333333333335,90.51333333333334,97.68666666666668,53.04,46.96,16.366666666666667,11.1,144.7,52.040000000000006,45.0,27.333333333333332,30.333333333333332,27.333333333333332,11.333333333333334,11.666666666666666,4.333333333333333,81.0,813.3333333333334,732.3333333333334,0.8783333333333333,3.9166666666666665,2.0,3.6666666666666665,1661.6666666666667,11.666666666666666,0.4085,6.333333333333333,114.0,-14.74,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,10,26.7,82,44,27,11,99,0.604,213,190,6,4,0.31,0.01,2.6,2.32,41,269,15.24,41,272,84.93,5,2,8.8,8.5,2361,9.0,2510,0.924,8,474.0,26.75,46.09375,6.65625,11.5625,18.21875,3.6875,21.3125,2.5437499999999997,5.21875,1.28125,0.15625,1.1875,8.90625,2.5625,0.09375,73.78125,8.03225806451613,761.75,31.46875,52.625,73.5,72.90625,43.35238095238095,461.2758620689655,26.620689655172413,48.55172413793103,572.0689655172414,593.8275862068965,48.11724137931034,-3.4035714285714294,430.17241379310343,459.7241379310345,46.62068965517241,-3.2392857142857134,7.134482758620691,92.79655172413793,99.93103448275863,47.96428571428572,52.03571428571428,23.82758620689655,22.620689655172413,140.55172413793105,54.74137931034481,48.666666666666664,24.666666666666668,29.0,27.333333333333332,14.666666666666666,9.0,3.6666666666666665,62.0,835.3333333333334,773.3333333333334,0.9083333333333333,2.7733333333333334,2.6666666666666665,6.266666666666667,1656.6666666666667,18.333333333333332,0.6695,3.3333333333333335,89.5,16.57,0.0,0.0,0.0,4.0
575,Dallas Stars,4,St. Louis Blues,2,6,16,28.0,82,42,29,11,95,0.579,222,226,5,7,-0.02,0.05,2.71,2.76,55,306,17.97,55,277,80.14,10,15,13.0,13.8,2269,9.8,2504,0.91,5,518.516129032258,27.193548387096776,47.61290322580645,7.161290322580645,11.903225806451612,19.06451612903226,-1.3870967741935485,33.74193548387097,2.322580645161291,5.064516129032258,1.7741935483870968,0.3225806451612903,1.1935483870967742,8.290322580645162,3.2903225806451615,0.3225806451612903,73.19354838709677,7.00344827586207,786.8387096774194,38.83870967741935,71.35483870967742,76.96774193548387,77.09677419354838,44.747368421052634,528.2592592592592,27.25925925925926,48.51851851851852,547.1481481481482,609.0370370370371,48.21851851851852,-2.452,405.5925925925926,452.7037037037037,47.43703703703704,-3.1,7.3740740740740724,88.5074074074074,95.8777777777778,49.81851851851852,50.18148148148148,20.814814814814813,21.62962962962963,138.85185185185185,50.86538461538463,42.0,26.666666666666668,29.666666666666668,27.333333333333332,14.0,9.666666666666666,3.6666666666666665,71.66666666666667,831.0,759.3333333333334,0.9413333333333335,1.7933333333333332,1.6666666666666667,5.033333333333333,1658.6666666666667,15.0,0.5295000000000001,4.0,100.5,0.915,0.0,2.0,2.0,2.0,20,25.7,82,38,33,11,87,0.53,236,228,4,6,0.11,0.04,2.88,2.78,52,279,18.64,51,279,81.72,7,1,14.9,15.5,2475,9.5,2274,0.9,10,435.42424242424244,25.21212121212121,44.72727272727273,7.151515151515151,11.909090909090908,19.060606060606062,0.7272727272727273,36.333333333333336,2.3939393939393927,5.363636363636363,1.5757575757575757,0.21212121212121213,1.0303030303030303,8.757575757575758,2.9393939393939394,0.21212121212121213,75.0,7.960606060606058,738.5454545454545,33.303030303030305,59.333333333333336,66.06060606060606,73.57575757575758,41.728571428571435,423.1923076923077,25.0,43.84615384615385,559.5,503.03846153846155,51.026923076923076,-0.953846153846154,418.96153846153845,372.6923076923077,51.75384615384616,-0.7615384615384616,7.703846153846153,90.08076923076925,97.78076923076921,57.43076923076922,42.56923076923078,14.384615384615385,10.961538461538462,137.92307692307693,53.39999999999999,18.0,27.666666666666668,29.666666666666668,27.333333333333332,12.666666666666666,11.0,3.6666666666666665,74.0,756.0,682.0,0.8966666666666666,2.8233333333333337,3.3333333333333335,3.533333333333333,1649.3333333333333,13.333333333333334,0.4203333333333334,5.666666666666667,119.5,-11.030000000000001,0.0,0.0,0.0,3.3333333333333335
576,Florida Panthers,4,Carolina Hurricanes,3,7,28,28.3,82,30,40,12,72,0.439,191,222,4,7,-0.43,-0.01,2.33,2.71,35,267,13.11,41,267,84.64,4,5,8.7,9.1,2493,7.7,2609,0.915,7,465.8611111111111,26.77777777777778,40.94444444444444,5.305555555555555,9.277777777777779,14.583333333333334,-3.8055555555555554,19.166666666666668,1.6888888888888889,4.222222222222222,0.9722222222222222,0.1111111111111111,0.7222222222222222,7.333333333333333,1.9166666666666667,0.027777777777777776,69.25,6.457142857142856,679.4722222222222,31.25,52.638888888888886,66.91666666666667,61.94444444444444,43.75833333333333,473.0,25.652173913043477,44.869565217391305,560.4782608695652,554.5217391304348,50.36521739130434,-0.30000000000000016,418.7391304347826,419.7391304347826,49.873913043478254,-0.4826086956521742,5.965217391304347,91.22173913043478,97.18260869565216,46.08695652173912,53.91739130434783,16.0,12.304347826086957,129.91304347826087,53.90909090909091,52.0,29.333333333333332,29.666666666666668,27.333333333333332,10.0,13.333333333333334,4.0,71.0,866.6666666666666,795.6666666666666,0.8966666666666666,2.7266666666666666,2.3333333333333335,5.7,1653.3333333333333,13.666666666666666,0.47200000000000003,4.0,96.0,7.140000000000001,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,19,26.6,82,40,31,11,91,0.555,231,234,5,5,-0.08,-0.04,2.82,2.85,55,346,15.9,51,272,81.25,7,6,10.2,12.8,2517,9.2,2725,0.914,4,424.875,26.0625,46.125,7.21875,12.09375,19.3125,-1.21875,25.53125,2.3187499999999996,5.28125,1.71875,0.21875,1.09375,8.59375,3.3125,0.1875,78.65625,7.390322580645161,762.4375,36.96875,65.78125,67.59375,83.75,34.080952380952375,442.35,25.1,59.1,811.45,846.55,48.59,-1.3684210526315788,583.0,645.0,47.31000000000002,-1.7578947368421047,7.764999999999999,92.30500000000002,100.06499999999998,48.370000000000005,51.629999999999995,29.4,23.3,208.25,53.754999999999995,78.0,25.0,43.0,40.5,20.0,15.5,5.5,113.5,1359.0,1245.5,0.899,3.27,2.0,8.65,2483.0,23.0,0.482,4.5,116.5,4.89,0.0,0.5,0.5,2.0
